,B_VALUE,C_VALUE,BETA1,BETA2,BETA3,BETA4,transactions,ETH,hours,days
204,200.0,200.0,1.0,0.05,13.0,0.01,31297.0,72.67382479,31297.0,1304.0416666666667
205,200.0,200.0,1.0,0.05,13.0,0.05,6260.0,14.5361582,6260.0,260.8333333333333
206,200.0,200.0,1.0,0.05,13.0,0.1,3130.0,7.2680791,3130.0,130.41666666666666
207,200.0,200.0,1.0,0.05,14.0,0.01,53535.0,124.31201745,53535.0,2230.625
208,200.0,200.0,1.0,0.05,14.0,0.05,10707.0,24.86240349,10707.0,446.125
209,200.0,200.0,1.0,0.05,14.0,0.1,5354.0,12.43236278,5354.0,223.08333333333334
210,200.0,200.0,1.0,0.1,10.0,0.01,6905.0,16.03389335,6905.0,287.7083333333333
211,200.0,200.0,1.0,0.1,10.0,0.05,1381.0,3.20677867,1381.0,57.541666666666664
212,200.0,200.0,1.0,0.1,10.0,0.1,691.0,1.60455037,691.0,28.791666666666668
213,200.0,200.0,1.0,0.1,11.0,0.01,8487.0,19.70740809,8487.0,353.625
214,200.0,200.0,1.0,0.1,11.0,0.05,1698.0,3.94287486,1698.0,70.75
215,200.0,200.0,1.0,0.1,11.0,0.1,849.0,1.97143743,849.0,35.375
216,200.0,200.0,1.0,0.1,12.0,0.01,11008.0,25.56134656,11008.0,458.6666666666667
217,200.0,200.0,1.0,0.1,12.0,0.05,2202.0,5.11319814,2202.0,91.75
218,200.0,200.0,1.0,0.1,12.0,0.1,1101.0,2.55659907,1101.0,45.875
219,200.0,200.0,1.0,0.1,13.0,0.01,15649.0,36.33807343,15649.0,652.0416666666666
220,200.0,200.0,1.0,0.1,13.0,0.05,3130.0,7.2680791,3130.0,130.41666666666666
221,200.0,200.0,1.0,0.1,13.0,0.1,1565.0,3.63403955,1565.0,65.20833333333333
222,200.0,200.0,1.0,0.1,14.0,0.01,26768.0,62.15716976,26768.0,1115.3333333333333
223,200.0,200.0,1.0,0.1,14.0,0.05,5354.0,12.43236278,5354.0,223.08333333333334
224,200.0,200.0,1.0,0.1,14.0,0.1,2677.0,6.21618139,2677.0,111.54166666666667
225,200.0,300.0,1.0,0.01,10.0,0.01,73057.0,169.64346799,73057.0,3044.0416666666665
226,200.0,300.0,1.0,0.01,10.0,0.05,14612.0,33.93008684,14612.0,608.8333333333334
227,200.0,300.0,1.0,0.01,10.0,0.1,7306.0,16.96504342,7306.0,304.4166666666667
228,200.0,300.0,1.0,0.01,11.0,0.01,89790.0,208.4986653,89790.0,3741.25
229,200.0,300.0,1.0,0.01,11.0,0.05,17958.0,41.69973306,17958.0,748.25
230,200.0,300.0,1.0,0.01,11.0,0.1,8979.0,20.84986653,8979.0,374.125
231,200.0,300.0,1.0,0.01,12.0,0.01,116461.0,270.43059427,116461.0,4852.541666666667
232,200.0,300.0,1.0,0.01,12.0,0.05,23293.0,54.08797651,23293.0,970.5416666666666
233,200.0,300.0,1.0,0.01,12.0,0.1,11647.0,27.04514929,11647.0,485.2916666666667
234,200.0,300.0,1.0,0.01,13.0,0.01,165564.0,384.45119748,165564.0,6898.5
235,200.0,300.0,1.0,0.01,13.0,0.05,33113.0,76.89070391,33113.0,1379.7083333333333
236,200.0,300.0,1.0,0.01,13.0,0.1,16557.0,38.44651299,16557.0,689.875
237,200.0,300.0,1.0,0.01,14.0,0.01,283208.0,657.62880056,283208.0,11800.333333333334
238,200.0,300.0,1.0,0.01,14.0,0.05,56642.0,131.52668894,56642.0,2360.0833333333335
239,200.0,300.0,1.0,0.01,14.0,0.1,28321.0,65.76334447,28321.0,1180.0416666666667
240,200.0,300.0,1.0,0.05,10.0,0.01,14612.0,33.93008684,14612.0,608.8333333333334
241,200.0,300.0,1.0,0.05,10.0,0.05,2923.0,6.78741061,2923.0,121.79166666666667
242,200.0,300.0,1.0,0.05,10.0,0.1,1462.0,3.39486634,1462.0,60.916666666666664
243,200.0,300.0,1.0,0.05,11.0,0.01,17958.0,41.69973306,17958.0,748.25
244,200.0,300.0,1.0,0.05,11.0,0.05,3592.0,8.34087544,3592.0,149.66666666666666
245,200.0,300.0,1.0,0.05,11.0,0.1,1796.0,4.17043772,1796.0,74.83333333333333
246,200.0,300.0,1.0,0.05,12.0,0.01,23293.0,54.08797651,23293.0,970.5416666666666
247,200.0,300.0,1.0,0.05,12.0,0.05,4659.0,10.81852413,4659.0,194.125
248,200.0,300.0,1.0,0.05,12.0,0.1,2330.0,5.4104231,2330.0,97.08333333333333
249,200.0,300.0,1.0,0.05,13.0,0.01,33113.0,76.89070391,33113.0,1379.7083333333333
250,200.0,300.0,1.0,0.05,13.0,0.05,6623.0,15.37906961,6623.0,275.9583333333333
251,200.0,300.0,1.0,0.05,13.0,0.1,3312.0,7.69069584,3312.0,138.0
252,200.0,300.0,1.0,0.05,14.0,0.01,56642.0,131.52668894,56642.0,2360.0833333333335
253,200.0,300.0,1.0,0.05,14.0,0.05,11329.0,26.30673103,11329.0,472.0416666666667
254,200.0,300.0,1.0,0.05,14.0,0.1,5665.0,13.15452655,5665.0,236.04166666666666
255,200.0,300.0,1.0,0.1,10.0,0.01,7306.0,16.96504342,7306.0,304.4166666666667
256,200.0,300.0,1.0,0.1,10.0,0.05,1462.0,3.39486634,1462.0,60.916666666666664
257,200.0,300.0,1.0,0.1,10.0,0.1,731.0,1.69743317,731.0,30.458333333333332
258,200.0,300.0,1.0,0.1,11.0,0.01,8979.0,20.84986653,8979.0,374.125
259,200.0,300.0,1.0,0.1,11.0,0.05,1796.0,4.17043772,1796.0,74.83333333333333
260,200.0,300.0,1.0,0.1,11.0,0.1,898.0,2.08521886,898.0,37.416666666666664
261,200.0,300.0,1.0,0.1,12.0,0.01,11647.0,27.04514929,11647.0,485.2916666666667
262,200.0,300.0,1.0,0.1,12.0,0.05,2330.0,5.4104231,2330.0,97.08333333333333
263,200.0,300.0,1.0,0.1,12.0,0.1,1165.0,2.70521155,1165.0,48.541666666666664
264,200.0,300.0,1.0,0.1,13.0,0.01,16557.0,38.44651299,16557.0,689.875
265,200.0,300.0,1.0,0.1,13.0,0.05,3312.0,7.69069584,3312.0,138.0
266,200.0,300.0,1.0,0.1,13.0,0.1,1656.0,3.84534792,1656.0,69.0
267,200.0,300.0,1.0,0.1,14.0,0.01,28321.0,65.76334447,28321.0,1180.0416666666667
268,200.0,300.0,1.0,0.1,14.0,0.05,5665.0,13.15452655,5665.0,236.04166666666666
269,200.0,300.0,1.0,0.1,14.0,0.1,2833.0,6.57842431,2833.0,118.04166666666667
270,300.0,100.0,1.0,0.01,10.0,0.01,89433.0,207.66968631,89433.0,3726.375
271,300.0,100.0,1.0,0.01,10.0,0.05,17887.0,41.53486609,17887.0,745.2916666666666
272,300.0,100.0,1.0,0.01,10.0,0.1,8944.0,20.76859408,8944.0,372.6666666666667
273,300.0,100.0,1.0,0.01,11.0,0.01,109916.0,255.23264612,109916.0,4579.833333333333
274,300.0,100.0,1.0,0.01,11.0,0.05,21984.0,51.04838688,21984.0,916.0
275,300.0,100.0,1.0,0.01,11.0,0.1,10992.0,25.52419344,10992.0,458.0
276,300.0,100.0,1.0,0.01,12.0,0.01,142565.0,331.04590955,142565.0,5940.208333333333
277,300.0,100.0,1.0,0.01,12.0,0.05,28513.0,66.20918191,28513.0,1188.0416666666667
278,300.0,100.0,1.0,0.01,12.0,0.1,14257.0,33.10575199,14257.0,594.0416666666666
279,300.0,100.0,1.0,0.01,13.0,0.01,202675.0,470.62553725,202675.0,8444.791666666666
280,300.0,100.0,1.0,0.01,13.0,0.05,40535.0,94.12510745,40535.0,1688.9583333333333
281,300.0,100.0,1.0,0.01,13.0,0.1,20268.0,47.06371476,20268.0,844.5
282,300.0,100.0,1.0,0.01,14.0,0.01,346689.0,805.03612623,346689.0,14445.375
283,300.0,100.0,1.0,0.01,14.0,0.05,69338.0,161.00768966,69338.0,2889.0833333333335
284,300.0,100.0,1.0,0.01,14.0,0.1,34669.0,80.50384483,34669.0,1444.5416666666667
285,300.0,100.0,1.0,0.05,10.0,0.01,17887.0,41.53486609,17887.0,745.2916666666666
286,300.0,100.0,1.0,0.05,10.0,0.05,3578.0,8.30836646,3578.0,149.08333333333334
287,300.0,100.0,1.0,0.05,10.0,0.1,1789.0,4.15418323,1789.0,74.54166666666667
288,300.0,100.0,1.0,0.05,11.0,0.01,21984.0,51.04838688,21984.0,916.0
289,300.0,100.0,1.0,0.05,11.0,0.05,4397.0,10.21014179,4397.0,183.20833333333334
290,300.0,100.0,1.0,0.05,11.0,0.1,2199.0,5.10623193,2199.0,91.625
291,300.0,100.0,1.0,0.05,12.0,0.01,28513.0,66.20918191,28513.0,1188.0416666666667
292,300.0,100.0,1.0,0.05,12.0,0.05,5703.0,13.24276521,5703.0,237.625
293,300.0,100.0,1.0,0.05,12.0,0.1,2852.0,6.62254364,2852.0,118.83333333333333
294,300.0,100.0,1.0,0.05,13.0,0.01,40535.0,94.12510745,40535.0,1688.9583333333333
295,300.0,100.0,1.0,0.05,13.0,0.05,8107.0,18.82502149,8107.0,337.7916666666667
296,300.0,100.0,1.0,0.05,13.0,0.1,4054.0,9.41367178,4054.0,168.91666666666666
297,300.0,100.0,1.0,0.05,14.0,0.01,69338.0,161.00768966,69338.0,2889.0833333333335
298,300.0,100.0,1.0,0.05,14.0,0.05,13868.0,32.20246676,13868.0,577.8333333333334
299,300.0,100.0,1.0,0.05,14.0,0.1,6934.0,16.10123338,6934.0,288.9166666666667
300,300.0,100.0,1.0,0.1,10.0,0.01,8944.0,20.76859408,8944.0,372.6666666666667
301,300.0,100.0,1.0,0.1,10.0,0.05,1789.0,4.15418323,1789.0,74.54166666666667
302,300.0,100.0,1.0,0.1,10.0,0.1,895.0,2.07825265,895.0,37.291666666666664
303,300.0,100.0,1.0,0.1,11.0,0.01,10992.0,25.52419344,10992.0,458.0
304,300.0,100.0,1.0,0.1,11.0,0.05,2199.0,5.10623193,2199.0,91.625
305,300.0,100.0,1.0,0.1,11.0,0.1,1100.0,2.554277,1100.0,45.833333333333336
306,300.0,100.0,1.0,0.1,12.0,0.01,14257.0,33.10575199,14257.0,594.0416666666666
307,300.0,100.0,1.0,0.1,12.0,0.05,2852.0,6.62254364,2852.0,118.83333333333333
308,300.0,100.0,1.0,0.1,12.0,0.1,1426.0,3.31127182,1426.0,59.416666666666664
309,300.0,100.0,1.0,0.1,13.0,0.01,20268.0,47.06371476,20268.0,844.5
310,300.0,100.0,1.0,0.1,13.0,0.05,4054.0,9.41367178,4054.0,168.91666666666666
311,300.0,100.0,1.0,0.1,13.0,0.1,2027.0,4.70683589,2027.0,84.45833333333333
312,300.0,100.0,1.0,0.1,14.0,0.01,34669.0,80.50384483,34669.0,1444.5416666666667
313,300.0,100.0,1.0,0.1,14.0,0.05,6934.0,16.10123338,6934.0,288.9166666666667
314,300.0,100.0,1.0,0.1,14.0,0.1,3467.0,8.05061669,3467.0,144.45833333333334
315,300.0,200.0,1.0,0.01,10.0,0.01,94656.0,219.79785792,94656.0,3944.0
316,300.0,200.0,1.0,0.01,10.0,0.05,18932.0,43.96142924,18932.0,788.8333333333334
317,300.0,200.0,1.0,0.01,10.0,0.1,9466.0,21.98071462,9466.0,394.4166666666667
318,300.0,200.0,1.0,0.01,11.0,0.01,116336.0,270.14033552,116336.0,4847.333333333333
319,300.0,200.0,1.0,0.01,11.0,0.05,23268.0,54.02992476,23268.0,969.5
320,300.0,200.0,1.0,0.01,11.0,0.1,11634.0,27.01496238,11634.0,484.75
321,300.0,200.0,1.0,0.01,12.0,0.01,150892.0,350.38178644,150892.0,6287.166666666667
322,300.0,200.0,1.0,0.01,12.0,0.05,30179.0,70.07775053,30179.0,1257.4583333333333
323,300.0,200.0,1.0,0.01,12.0,0.1,15090.0,35.0400363,15090.0,628.75
324,300.0,200.0,1.0,0.01,13.0,0.01,214513.0,498.11420191,214513.0,8938.041666666666
325,300.0,200.0,1.0,0.01,13.0,0.05,42903.0,99.62376921,42903.0,1787.625
326,300.0,200.0,1.0,0.01,13.0,0.1,21452.0,49.81304564,21452.0,893.8333333333334
327,300.0,200.0,1.0,0.01,14.0,0.01,366938.0,852.05572166,366938.0,15289.083333333334
328,300.0,200.0,1.0,0.01,14.0,0.05,73388.0,170.41207316,73388.0,3057.8333333333335
329,300.0,200.0,1.0,0.01,14.0,0.1,36694.0,85.20603658,36694.0,1528.9166666666667
330,300.0,200.0,1.0,0.05,10.0,0.01,18932.0,43.96142924,18932.0,788.8333333333334
331,300.0,200.0,1.0,0.05,10.0,0.05,3787.0,8.79367909,3787.0,157.79166666666666
332,300.0,200.0,1.0,0.05,10.0,0.1,1894.0,4.39800058,1894.0,78.91666666666667
333,300.0,200.0,1.0,0.05,11.0,0.01,23268.0,54.02992476,23268.0,969.5
334,300.0,200.0,1.0,0.05,11.0,0.05,4654.0,10.80691378,4654.0,193.91666666666666
335,300.0,200.0,1.0,0.05,11.0,0.1,2327.0,5.40345689,2327.0,96.95833333333333
336,300.0,200.0,1.0,0.05,12.0,0.01,30179.0,70.07775053,30179.0,1257.4583333333333
337,300.0,200.0,1.0,0.05,12.0,0.05,6036.0,14.01601452,6036.0,251.5
338,300.0,200.0,1.0,0.05,12.0,0.1,3018.0,7.00800726,3018.0,125.75
339,300.0,200.0,1.0,0.05,13.0,0.01,42903.0,99.62376921,42903.0,1787.625
340,300.0,200.0,1.0,0.05,13.0,0.05,8581.0,19.92568267,8581.0,357.5416666666667
341,300.0,200.0,1.0,0.05,13.0,0.1,4291.0,9.96400237,4291.0,178.79166666666666
342,300.0,200.0,1.0,0.05,14.0,0.01,73388.0,170.41207316,73388.0,3057.8333333333335
343,300.0,200.0,1.0,0.05,14.0,0.05,14678.0,34.08334346,14678.0,611.5833333333334
344,300.0,200.0,1.0,0.05,14.0,0.1,7339.0,17.04167173,7339.0,305.7916666666667
345,300.0,200.0,1.0,0.1,10.0,0.01,9466.0,21.98071462,9466.0,394.4166666666667
346,300.0,200.0,1.0,0.1,10.0,0.05,1894.0,4.39800058,1894.0,78.91666666666667
347,300.0,200.0,1.0,0.1,10.0,0.1,947.0,2.19900029,947.0,39.458333333333336
348,300.0,200.0,1.0,0.1,11.0,0.01,11634.0,27.01496238,11634.0,484.75
349,300.0,200.0,1.0,0.1,11.0,0.05,2327.0,5.40345689,2327.0,96.95833333333333
350,300.0,200.0,1.0,0.1,11.0,0.1,1164.0,2.70288948,1164.0,48.5
351,300.0,200.0,1.0,0.1,12.0,0.01,15090.0,35.0400363,15090.0,628.75
352,300.0,200.0,1.0,0.1,12.0,0.05,3018.0,7.00800726,3018.0,125.75
353,300.0,200.0,1.0,0.1,12.0,0.1,1509.0,3.50400363,1509.0,62.875
354,300.0,200.0,1.0,0.1,13.0,0.01,21452.0,49.81304564,21452.0,893.8333333333334
355,300.0,200.0,1.0,0.1,13.0,0.05,4291.0,9.96400237,4291.0,178.79166666666666
356,300.0,200.0,1.0,0.1,13.0,0.1,2146.0,4.98316222,2146.0,89.41666666666667
357,300.0,200.0,1.0,0.1,14.0,0.01,36694.0,85.20603658,36694.0,1528.9166666666667
358,300.0,200.0,1.0,0.1,14.0,0.05,7339.0,17.04167173,7339.0,305.7916666666667
359,300.0,200.0,1.0,0.1,14.0,0.1,3670.0,8.5219969,3670.0,152.91666666666666
360,300.0,300.0,1.0,0.01,10.0,0.01,98664.0,229.10471448,98664.0,4111.0
361,300.0,300.0,1.0,0.01,10.0,0.05,19733.0,45.82140731,19733.0,822.2083333333334
362,300.0,300.0,1.0,0.01,10.0,0.1,9867.0,22.91186469,9867.0,411.125
363,300.0,300.0,1.0,0.01,11.0,0.01,121263.0,281.58117441,121263.0,5052.625
364,300.0,300.0,1.0,0.01,11.0,0.05,24253.0,56.31716371,24253.0,1010.5416666666666
365,300.0,300.0,1.0,0.01,11.0,0.1,12127.0,28.15974289,12127.0,505.2916666666667
366,300.0,300.0,1.0,0.01,12.0,0.01,157281.0,365.21749167,157281.0,6553.375
367,300.0,300.0,1.0,0.01,12.0,0.05,31457.0,73.04535599,31457.0,1310.7083333333333
368,300.0,300.0,1.0,0.01,12.0,0.1,15729.0,36.52383903,15729.0,655.375
369,300.0,300.0,1.0,0.01,13.0,0.01,223596.0,519.20556372,223596.0,9316.5
370,300.0,300.0,1.0,0.01,13.0,0.05,44720.0,103.8429704,44720.0,1863.3333333333333
371,300.0,300.0,1.0,0.01,13.0,0.1,22360.0,51.9214852,22360.0,931.6666666666666
372,300.0,300.0,1.0,0.01,14.0,0.01,382476.0,888.13604532,382476.0,15936.5
373,300.0,300.0,1.0,0.01,14.0,0.05,76496.0,177.62906672,76496.0,3187.3333333333335
374,300.0,300.0,1.0,0.01,14.0,0.1,38248.0,88.81453336,38248.0,1593.6666666666667
375,300.0,300.0,1.0,0.05,10.0,0.01,19733.0,45.82140731,19733.0,822.2083333333334
376,300.0,300.0,1.0,0.05,10.0,0.05,3947.0,9.16521029,3947.0,164.45833333333334
377,300.0,300.0,1.0,0.05,10.0,0.1,1974.0,4.58376618,1974.0,82.25
378,300.0,300.0,1.0,0.05,11.0,0.01,24253.0,56.31716371,24253.0,1010.5416666666666
379,300.0,300.0,1.0,0.05,11.0,0.05,4851.0,11.26436157,4851.0,202.125
380,300.0,300.0,1.0,0.05,11.0,0.1,2426.0,5.63334182,2426.0,101.08333333333333
381,300.0,300.0,1.0,0.05,12.0,0.01,31457.0,73.04535599,31457.0,1310.7083333333333
382,300.0,300.0,1.0,0.05,12.0,0.05,6292.0,14.61046444,6292.0,262.1666666666667
383,300.0,300.0,1.0,0.05,12.0,0.1,3146.0,7.30523222,3146.0,131.08333333333334
384,300.0,300.0,1.0,0.05,13.0,0.01,44720.0,103.8429704,44720.0,1863.3333333333333
385,300.0,300.0,1.0,0.05,13.0,0.05,8944.0,20.76859408,8944.0,372.6666666666667
386,300.0,300.0,1.0,0.05,13.0,0.1,4472.0,10.38429704,4472.0,186.33333333333334
387,300.0,300.0,1.0,0.05,14.0,0.01,76496.0,177.62906672,76496.0,3187.3333333333335
388,300.0,300.0,1.0,0.05,14.0,0.05,15300.0,35.527671,15300.0,637.5
389,300.0,300.0,1.0,0.05,14.0,0.1,7650.0,17.7638355,7650.0,318.75
390,300.0,300.0,1.0,0.1,10.0,0.01,9867.0,22.91186469,9867.0,411.125
391,300.0,300.0,1.0,0.1,10.0,0.05,1974.0,4.58376618,1974.0,82.25
392,300.0,300.0,1.0,0.1,10.0,0.1,987.0,2.29188309,987.0,41.125
393,300.0,300.0,1.0,0.1,11.0,0.01,12127.0,28.15974289,12127.0,505.2916666666667
394,300.0,300.0,1.0,0.1,11.0,0.05,2426.0,5.63334182,2426.0,101.08333333333333
395,300.0,300.0,1.0,0.1,11.0,0.1,1213.0,2.81667091,1213.0,50.541666666666664
396,300.0,300.0,1.0,0.1,12.0,0.01,15729.0,36.52383903,15729.0,655.375
397,300.0,300.0,1.0,0.1,12.0,0.05,3146.0,7.30523222,3146.0,131.08333333333334
398,300.0,300.0,1.0,0.1,12.0,0.1,1573.0,3.65261611,1573.0,65.54166666666667
399,300.0,300.0,1.0,0.1,13.0,0.01,22360.0,51.9214852,22360.0,931.6666666666666
400,300.0,300.0,1.0,0.1,13.0,0.05,4472.0,10.38429704,4472.0,186.33333333333334
401,300.0,300.0,1.0,0.1,13.0,0.1,2236.0,5.19214852,2236.0,93.16666666666667
402,300.0,300.0,1.0,0.1,14.0,0.01,38248.0,88.81453336,38248.0,1593.6666666666667
403,300.0,300.0,1.0,0.1,14.0,0.05,7650.0,17.7638355,7650.0,318.75
404,300.0,300.0,1.0,0.1,14.0,0.1,3825.0,8.88191775,3825.0,159.375
